id,name,Food Group,Images,Calories,Fat (g),Protein (g),Carbohydrate (g),Sugars (g),Fiber (g),Cholesterol (mg),Saturated Fats (g),Calcium (mg),"Iron, Fe (mg)","Potassium, K (mg)",Magnesium (mg),"Vitamin A, IU (IU)",Serving Weight 1 (g),Serving Description 1 (g),Column1
783379,Seafood Garden Salad With Seafood Lettuce Eggs Vegetables Excluding Tomato And Carrots No Dressing,Fish,https://www.foodandwine.com/thmb/EpmWbk6rAMS6HlhRUORvYlmtYlM=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/salmon-nicoise-salad-FT-RECIPE0221-984254ccb3734468836570330b4ff897.jpg,264,2.06,8.41,2.32,1,0.9,,109,0.586,63,1,210,22,0,95,322.581
783380,Seafood Garden Salad With Seafood Lettuce Eggs Tomato And/or Carrots Other Vegetables No Dressing,Fish,https://www.foodandwine.com/thmb/EpmWbk6rAMS6HlhRUORvYlmtYlM=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/salmon-nicoise-salad-FT-RECIPE0221-984254ccb3734468836570330b4ff897.jpg,264,1.95,7.89,2.7,1.24,1,,103,0.551,61,0.95,216,22,0,95,333.333
783383,Shrimp And Vegetables Including Carrots Broccoli And/or Dark-Green Leafy; No Potatoes No Sauce,Fish,https://cdn-aboak.nitrocdn.com/QJsLnWfsWAiuukSIMowyVEHtotvSQZoR/assets/images/optimized/rev-ca18e1d/www.slenderkitchen.com/sites/default/files/styles/featured_750/public/recipe_images/parmesan-roasted-shrimp.jpg,264,7.25,9.35,3.8,1.37,1.6,,78,1.106,51,0.41,146,20,0,162,170.94
783384,Shrimp And Vegetables Excluding Carrots Broccoli And Dark-Green Leafy; No Potatoes No Sauce,Fish,https://pupswithchopsticks.com/wp-content/uploads/shrimp-and-broccoli-add-broccoli-shrimp-2.webp,265,6.87,9.25,6.78,1.2,1.3,,77,1.052,44,0.4,157,25,0,162,162.602
783387,Shrimp Shish Kabob With Vegetables Excluding Potatoes,Fish,https://foolproofliving.com/wp-content/uploads/2021/08/grilled-shrimp-kabobs-with-vegetables-600x600.jpg,266,1.58,11.14,5.69,2.33,0.9,,95,0.351,52,0.43,194,24,0,202,243.902
783388,Shrimp Creole No Rice,Fish,https://lh6.googleusercontent.com/_BizpeaUzxq8/TXBRBxvaACI/AAAAAAAAC1A/i4gBbQRfZiU/s800/Shrimp-Creole.jpg,267,5.2,14.32,4.48,1.32,1,,127,1.096,70,0.55,197,28,0,246,161.29
783390,Tuna Casserole With Vegetables And Mushroom Sauce No Noodles,Fish,https://www.thespruceeats.com/thmb/f5fUAt2SrXk0nvK9eC5rm-YArck=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/classic-tuna-noodle-casserole-3061763-step-11-16a6744a249a4cc2910c7f9e3c21db81.jpg,270,5.12,9.01,8.37,1.81,0.9,,20,2.163,39,1.17,174,16,0,224,175.439
783400,Fried Fish With Sauce Puerto Rican Style,Fish,https://belquistwist.com/wp-content/uploads/2020/04/dominican-fried-red-snapper-e1586725830798-1024x509.jpg,279,10.04,11.84,3.42,1.7,0.8,,39,1.805,20,0.58,310,31,0,213,132.45
167746,Lemons,Fruits,https://www.healthyfood.com/wp-content/uploads/2017/03/In-season-August-Lemons-1024x681.jpg,29,0.3,1.1,9.32,2.5,2.8,0,0.039,26,0.6,138,8,22,212,"1 cup, sections",
167762,Strawberries,Fruits,https://oxfarmorganic.co.ke/wp-content/uploads/2023/01/1558_hannahgothelf_d31dbcdc-ceba-4266-84d5-e1e7d3e235a9.jpg,32,0.3,0.67,7.68,4.89,2,0,0.015,16,0.41,153,13,12,152,"1 cup, halves",
167765,Watermelon,Fruits,https://m.media-amazon.com/images/I/91WJDML424L._AC_SX679_.jpg,30,0.15,0.61,7.55,6.2,0.4,0,0.016,7,0.24,112,10,569,154,"1 cup, balls",
168150,Java Plum,Fruits,https://asset-2.tstatic.net/tribunnews/foto/bank/images/20140611_111037_jamblang1.jpg,60,0.23,0.72,15.56,NULL,NULL,0,,19,0.19,79,15,3,135,1 cup,
168153,Kiwifruit,Fruits,https://freshsensations.com.au/cdn/shop/products/KiwiFruit.png?v=1643769428,61,0.52,1.14,14.66,8.99,3,0,0.029,34,0.31,312,17,87,180,"1 cup, sliced",
168155,Limes,Fruits,https://www.theboogaloobali.com/wp-content/uploads/Lime-PNG-File.png,30,0.2,0.7,10.54,1.69,2.8,0,0.022,33,0.6,102,6,50,67,1 fruit (2 inch dia),
168192,Durian,Fruits,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/12/28/3499e2dd-3202-4621-8b4c-bbe8f8189d5e.png.webp?ect=4g,147,5.33,1.47,27.09,NULL,3.8,0,,6,0.43,436,30,44,243,"1 cup, chopped or diced",
169089,Longans,Fruits,https://palmyraorders.com/cdn/shop/files/longans-pkt-shop-your-daily-fresh-products-free-delivery_1024x1024.jpg?v=1718439654,60,0.1,1.31,15.14,NULL,1.1,0,,1,0.13,266,10,NULL,3.2,1 fruit without refuse,
169118,Pears,Fruits,https://images.healthshots.com/healthshots/en/uploads/2024/08/23190908/Pear.jpg,57,0.14,0.36,15.23,9.75,3.1,0,0.022,9,0.18,116,7,25,140,"1 cup, slices",
169124,Pineapple,Fruits,https://www.healthxchange.sg/sites/hexassets/Assets/food-nutrition/pineapple-health-benefits-and-ways-to-enjoy.jpg,50,0.12,0.54,13.12,9.85,1.4,0,0.009,13,0.29,109,12,58,165,"1 cup, chunks",
169910,Mangos,Fruits,https://flushinghospital.org/newsletter/wp-content/uploads/2021/06/mangopic.jpg,60,0.38,0.82,14.98,13.66,1.6,0,0.092,11,0.16,168,10,1082,165,1 cup pieces,
169911,Honeydew Melon,Fruits,https://www.e-liquid.com/cdn/shop/products/real-honeydew-melon-e-liquid-e-liquids-vendor-unknown-30-ml-0-mg-50-pg-50-vg-794613_700x700.jpg?v=1633672403,36,0.14,0.54,9.09,8.12,0.8,0,0.038,6,0.17,228,10,50,170,"1 cup, diced (approx 20 pieces per cup)",
169926,Papaya,Fruits,https://www.bickfordflavors.com/cdn/shop/products/papaya_600x.jpeg?v=1488373851,43,0.26,0.47,10.82,7.82,1.7,0,0.081,20,0.25,182,21,950,145,1 cup 1 inch pieces,
169928,Yellow Peaches,Fruits,https://freshgenfoods.com/wp-content/uploads/2022/04/yellow-peaches.jpeg,39,0.25,0.91,9.54,8.39,1.5,0,0.019,6,0.25,190,9,326,154,1 cup slices,
169941,Fuyu Persimmon,Fruits,https://images.squarespace-cdn.com/content/v1/61d88f5cc75725423dd78068/b071aedd-e8e6-4dea-a357-e5b3a32e2dd0/20201105_151908-01.jpeg?format=2500w,70,0.19,0.58,18.59,12.53,3.6,0,0.02,8,0.15,161,9,1627,168,1 fruit (2-1/2 inch dia),
169949,Plums,Fruits,https://mirafoods.ae/cdn/shop/products/plum_mirafoods-removebg-preview_1024x1024.png?v=1664358314,46,0.28,0.7,11.42,9.92,1.4,0,0.017,6,0.17,157,7,345,165,"1 cup, sliced",
171688,Apples,Fruits,https://waapple.org/wp-content/uploads/2021/06/Variety_Honeycrisp-transparent-658x677.png,52,0.17,0.26,13.81,10.39,2.4,0,0.028,6,0.12,107,5,54,125,"1 cup, quartered or chopped",
171697,Apricots,Fruits,https://cdn.britannica.com/36/160636-050-B1DC5C0A/Laetrile-apricot-pits.jpg?w=300,48,0.39,1.4,11.12,9.24,2,0,0.027,13,0.39,259,10,1926,155,"1 cup, halves",
171711,Blueberries,Fruits,https://cdn.rri.co.id/berita/Jambi/o/1727523776501-1001060982/jiokc8z5i2es9qm.jpeg,57,0.33,0.74,14.49,9.96,2.4,0,0.028,6,0.28,77,6,54,148,1 cup,
171712,Boysenberries Canned Heavy Syrup,Fruits,https://m.media-amazon.com/images/I/715o5vSBiXL._UX250_.jpg,88,0.12,0.99,22.31,NULL,2.6,0,0.004,18,0.43,90,11,40,256,1 cup,
171713,Boysenberries (Frozen),Fruits,https://images.tokopedia.net/img/cache/900/VqbcmM/2022/8/27/99ba59cc-aae8-4168-9fd5-b5b283d881fb.png,50,0.26,1.1,12.19,6.89,5.3,0,0.009,27,0.85,139,16,67,132,"1 cup, unthawed",
171714,Breadfruit,Fruits,https://www.naplesgarden.org/wp-content/uploads/2024/09/Breadfruit-2-1404x1052.jpg,103,0.23,1.07,27.12,11,4.9,0,0.048,17,0.54,490,25,0,220,1 cup,
171715,Starfruit (Carambola),Fruits,https://cdn.britannica.com/19/234019-050-16E56810/carambola-fruit-and-slice.jpg?w=300,31,0.33,1.04,6.73,3.98,2.8,0,0.019,3,0.08,133,10,61,132,"1 cup, cubes",
171716,Cherries Sour Red Canned Heavy Syrup Pack Solids And Liquids,Fruits,https://m.media-amazon.com/images/I/41+DfWzaM0L.jpg,91,0.1,0.73,23.27,22.17,1.1,0,0.021,10,1.3,93,6,714,256,1 cup,
171717,Cherries Sour Red Canned Extra Heavy Syrup Pack Solids And Liquids,Fruits,https://m.media-amazon.com/images/I/41+DfWzaM0L.jpg,114,0.09,0.71,29.23,NULL,0.8,0,0.021,10,1.26,91,5,696,261,1 cup,
171718,Sour Red Cherries (Frozen),Fruits,https://frut.co.za/cdn/shop/files/Frut-Generic-Bags-1kg-REDSOURCHERRY.png?v=1693486850&width=823,46,0.44,0.92,11.02,9.02,1.6,0,0.1,13,0.53,124,9,870,155,"1 cup, unthawed",
171719,Cherries (Sweet),Fruits,https://www.bithellfarms.com/wp-content/uploads/2015/08/dark-sweet-cherries-scaled.jpg,63,0.2,1.06,16.01,12.82,2.1,0,0.038,13,0.36,222,11,64,138,"1 cup, with pits, yields",
171722,Cranberries,Fruits,https://www.simplyrecipes.com/thmb/gUQD3FJLKQXrhlKqevfC8wXlfP8=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/Simply-Recipes-Guide-to-Cranberries-LEAD-3-38eee9528d564e7cba2209c288dfe871.jpg,46,0.13,0.46,11.97,4.27,3.6,0,0.008,8,0.23,80,6,63,110,"1 cup, chopped",
171723,Dried Cranberries (Sweetened),Fruits,https://images.tokopedia.net/img/cache/100-square/product-1/2020/7/14/6185885/6185885_6d8a7794-047e-4fd0-9821-f853b35c1acc_600_600.jpg.webp?ect=4g,308,1.09,0.17,82.8,72.56,5.3,0,0.088,9,0.39,49,4,46,40,1/4 cup,
171724,Zante Currants,Fruits,https://sunmaid.com/wp-content/uploads/2018/12/ZanteCurrants_8oz_Bag_Front.png,290,0.22,3.43,76.98,62.28,4.4,0,0.085,88,1.88,777,36,73,144,1 cup,
171726,Dates (Deglet Noor),Fruits,https://hadleyfruitorchards.com/wp-content/uploads/2021/07/Deglet-Noor-Dates-CA-Grown-32oz.jpg,282,0.39,2.45,75.03,63.35,8,0,0.032,39,1.02,656,43,10,147,"1 cup, chopped",
171727,Elderberries,Fruits,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Sambucus-berries.jpg/220px-Sambucus-berries.jpg,73,0.5,0.66,18.4,NULL,7,0,0.023,38,1.6,280,5,600,145,1 cup,
173021,Figs,Fruits,"https://images.immediate.co.uk/production/volatile/sites/30/2020/02/figs-2056729.jpg?quality=90&webp=true&resize=300,272",74,0.3,0.75,19.18,16.26,2.9,0,0.06,35,0.37,232,17,142,64,1 large (2-1/2 inch dia),
173030,Gooseberries,Fruits,https://images-prod.healthline.com/hlcmsresource/images/AN_images/gooseberries-1296x728-feature.jpg,44,0.58,0.88,10.18,NULL,4.3,0,0.038,25,0.31,198,10,290,150,1 cup,
173043,Groundcherries,Fruits,"https://hips.hearstapps.com/hmg-prod/images/physalis-fruits-in-the-garden-royalty-free-image-480371389-1533134856.jpg?crop=1.00xw:0.753xh;0,0.0918xh&resize=1200:*",53,0.7,1.9,11.2,NULL,NULL,0,,9,1,NULL,NULL,720,140,1 cup,
173044,Guavas,Fruits,https://i.guim.co.uk/img/media/f151a31819430ddf387331a8a3df8201f95d4449/0_324_5616_3370/master/5616.jpg?width=1900&dpr=1&s=none&crop=none,68,0.95,2.55,14.32,8.92,5.4,0,0.272,18,0.26,417,22,624,165,1 cup,
173943,Apricots Dried Sulfured Stewed With Added Sugar,Fruits,https://www.gosupps.com/media/catalog/product/cache/25/small_image/1500x1650/9df78eab33525d08d6e5fb8d27136e95/7/1/71SO96atG6S.jpg,113,0.15,1.17,29.26,NULL,4.1,0,0.01,15,1.52,443,15,2139,270,"1 cup, halves",
173944,Bananas,Fruits,https://www.bobtailfruit.co.uk/media/mageplaza/blog/post/4/2/42e9as7nataai4a6jcufwg.jpeg,89,0.33,1.09,22.84,12.23,2.6,0,0.112,5,0.26,358,27,64,225,"1 cup, mashed",
173945,Dried Bananas,Fruits,https://realfoodrealdeals.com/wp-content/uploads/2022/10/dehydrated-banana-chips-tall22.jpeg,346,1.81,3.89,88.28,47.3,9.9,0,0.698,22,1.15,1491,108,248,100,1 cup,
173946,Blackberries,Fruits,https://gardenerspath.com/wp-content/uploads/2021/05/How-to-Grow-Blackberries-Pin.jpg,43,0.49,1.39,9.61,4.88,5.3,0,0.014,29,0.62,162,20,214,144,1 cup,
174682,Grapes,Fruits,https://tropibox.co.uk/cdn/shop/files/SeedlessGreenGrapes.jpg?v=1713319617&width=800,67,0.35,0.63,17.15,16.25,0.9,0,0.114,14,0.29,191,5,100,92,1 cup,
167533,Bagels Wheat,Baked Foods,https://fitdiary.net/wp-content/uploads/2021/02/Whole-Wheat-Bagels_1.jpg,250,1.53,10.2,48.89,6.12,4.1,0,0,20,2.76,165,51,0,98,1 bagel,
167943,Bread Potato,Baked Foods,https://cdn0-production-images-kly.akamaized.net/PLSnKSrqRUJuTUYUbiZbhQw6ZTw=/640x360/smart/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/4936045/original/026443000_1725421082-Potato_Cheese_Bread.jpg,266,3.13,12.5,47.07,9.38,6.3,0,0,188,2.25,718,28,89,32,1 slice,
167944,Bread Cheese,Baked Foods,"https://assets.bonappetit.com/photos/6026a36dc861817eed34007f/1:1/w_2240,c_limit/GoLive-Garlic-Grilled-Cheese.jpg",408,20.83,10.42,44.83,2.08,2.1,10,6.25,90,2.49,84,17,93,48,1 slice,
171857,Cookies Gluten-Free Chocolate Sandwich With Creme Filling,Baked Foods,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS58DV3eX_dwq52DhRudRb3XNYPeRuMguKDMQ&s,474,17.89,2.19,76.03,49,2.5,0,7.905,19,2.81,157,40,2,44,3 cookies,
172666,Bagel (Oat Bran),Baked Foods,https://i0.wp.com/walkingthroughlavenderfields.com/wp-content/uploads/2022/11/oat-bran-bagels-05.jpeg?w=1280&ssl=1,255,1.2,10.7,53.3,1.63,3.6,0,0.191,12,3.08,115,31,4,26,1 mini bagel (2-1/2 inch dia),
172673,Bread Egg,Baked Foods,https://food.fnr.sndimg.com/content/dam/images/food/fullset/2020/02/10/0/FNK_One-Pan-Egg-Cheese-Omelet-Sandwich_H1_s4x3.jpg.rend.hgtvcom.1280.720.suffix/1581344859765.webp,287,6,9.5,47.8,1.78,2.3,51,1.593,93,3.04,115,19,211,28.4,1 oz,
172674,Bread Egg Toasted,Baked Foods,https://i.ytimg.com/vi/3C0oL9bDaws/maxresdefault.jpg,315,6.6,10.5,52.6,1.94,2.5,56,1.616,102,3.34,126,21,231,28.4,1 oz,
172721,Fig Bars,Baked Foods,https://whatsteveeats.com/wp-content/uploads/2020/05/fig-bars-served.jpg,348,7.3,3.7,70.9,46.36,4.6,0,1.123,64,2.9,207,27,33,28.4,1 oz,
172722,Forunte Cookies,Baked Foods,"https://staticcookist.akamaized.net/wp-content/uploads/sites/22/2022/01/homemade-fortune-cookies.jpg?im=AspectCrop=(16,9);Resize,width=570;",378,2.7,4.2,84,45.42,1.6,2,0.669,12,1.44,41,7,3,28.4,1 oz,
172723,Chocolate Coated Marshmallows,Baked Foods,https://www.thespruceeats.com/thmb/Kt3g6i3F3UVfcUaW1UZBKsuLLVg=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/chocolate-dipped-marshmallows-521078-hero-01-7433ca6fcdb5478e8c1f1f4eb4b9ac21.jpg,421,16.9,4,67.7,44.8,2,0,4.722,46,2.53,182,36,5,28.4,1 oz,
172725,Oatmeal Cookies,Baked Foods,https://www.simplyrecipes.com/thmb/ctylV7I8Rh9MiMREAwI47OuD1y4=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/Simply-Recipes-Oatmeal-Raisin-Cookies-LEAD-15-2251dafb1a554aafaedf42e797bf2fd0.jpg,450,18.1,6.2,68.7,24.66,2.8,0,4.519,37,2.58,142,33,18,28.4,1 oz,
172750,Cracker Meal,Baked Foods,https://m.media-amazon.com/images/I/51YjQpYzRDL._SX300_SY300_QL70_FMwebp_.jpg,383,1.7,9.3,80.9,0.33,2.6,0,0.271,23,4.64,115,24,0,28.4,1 oz,
172752,Croutons Seasoned,Baked Foods,https://thenovicechefblog.com/wp-content/uploads/2021/05/Garlic-and-Herb-Homemade-Croutons-2.jpeg,465,18.3,10.8,63.5,4.41,5,7,5.247,96,2.82,181,42,32,14.2,1/2 oz,
172754,Danish Pastry Cheese,Baked Foods,https://static01.nyt.com/images/2015/12/23/dining/23JPDANISH4/23JPDANISH4-jumbo.jpg?quality=75&auto=webp,374,21.9,8,37.2,6.95,1,23,6.794,35,1.8,98,15,128,28.4,1 oz,
172756,Doughnuts French Crullers Glazed,Baked Foods,https://www.biggerbolderbaking.com/wp-content/uploads/2021/01/Crullers-Thumbnail.jpg.webp,412,18.3,3.1,59.5,35.11,1.2,11,4.667,26,2.42,78,12,8,28.4,1 oz,
172778,Blueberry Pie,Baked Foods,https://www.inspiredtaste.net/wp-content/uploads/2022/07/Easy-Homemade-Blueberry-Pie-2-1200.jpg,232,10,1.8,34.9,9.89,1,0,1.679,8,0.3,50,5,140,28.4,1 oz,
172783,Pie Egg Custard Commercially Prepared,Baked Foods,https://foodnosha.com/wp-content/uploads/2024/07/Simply-Recipes-Egg-Custard-Pie-L.jpg,210,11.6,5.5,20.8,11.58,1.6,33,2.349,80,0.58,106,11,232,28.4,1 oz,
172790,Puff Pastry,Baked Foods,https://image.popbela.com/content-images/post/20240416/ec7d9f90d66c2e2e5502abe1ea5d6584.jpg?width=1600&format=webp&w=1600,551,38.1,7.3,45.1,0.74,1.5,0,9.643,10,2.56,61,16,1,28.4,1 oz,
172794,Rolls Dinner Whole-Wheat,Baked Foods,https://veenaazmanov.com/wp-content/uploads/2020/08/Whole-wheat-rolls-Dinner-Rolls1.jpg,266,4.7,8.7,51.1,8.46,7.5,0,0.836,106,2.42,272,85,0,28,1 roll (1 oz),
172795,Rolls French,Baked Foods,https://www.flourarrangements.org/wp-content/uploads/2021/03/French-Bread-Rolls-6.jpg,277,4.3,8.6,50.2,0.31,3.2,0,0.962,91,2.71,114,20,0,28.4,1 oz,
172799,Sweet Rolls Cinnamon Refrigerated Dough With Frosting Baked,Baked Foods,https://www.seriouseats.com/thmb/86wL8CRXXtRYLpHEL640QChqtSo=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/SEA-bravetart-homemade-cinnamon-rolls-recipe-hero-04-df109d751ac34d1e8ee91a2a9e15dd9e.jpg,362,13.2,5.4,56.1,NULL,NULL,0,3.348,34,2.65,63,12,2,28.4,1 oz,
172800,Taco Shells Baked,Baked Foods,https://kitchensimplicity.com/wp-content/uploads/2012/11/crispy-baked-taco-shells-4-1100x733.jpg,476,21.79,6.41,63.49,1.5,6.7,0,7.105,100,1.64,231,83,17,12.9,1 shell,
174900,Toasted Bagels,Baked Foods,http://farm6.static.flickr.com/5265/5606501160_13ca4f4caf_z.jpg,287,1.43,11.14,57.39,9.14,1.8,0,0.229,15,4.5,116,24,0,24,1 mini bagel (2-1/2 inch dia),
174901,Egg Bagel,Baked Foods,https://thepracticalkitchen.com/wp-content/uploads/2020/06/egg-bagels-0181.jpg,278,2.1,10.6,53,NULL,2.3,24,0.421,13,3.98,68,25,109,28.4,1 oz,
174914,Multi-Grain Toast,Baked Foods,https://www.marthastewart.com/thmb/yAm9b4CKZvAjKOuaW4kYjByvzO8=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/RM-MSL-340230-multigrain-bread-hero-0213-fec5de4bf6134832b9a2216303e7a94c.jpg,288,4.6,14.52,47.11,6.94,8.1,0,0.948,111,2.72,250,85,0,28.4,1 oz,
174916,Whole Wheat Pita,Baked Foods,https://www.cookwithmanali.com/wp-content/uploads/2014/08/Whole-Wheat-Pita-Bread-notitle-cwm.jpg,262,1.71,9.8,55.89,2.87,6.1,0,0.208,15,3.06,170,69,0,64,"1 pita, large (6-1/2 inch dia)",
174980,Crackers Milk,Baked Foods,https://o-cdf.oramiland.com/unsafe/cdnapi.sooplai.com/media/products/239006/3aa1d74f-8fda-443c-8327-9efccb4f16ce.jpg,446,13.77,7.6,71.73,10.32,3.4,11,2.912,172,3.58,114,22,58,14.2,1/2 oz,
174981,Crackers Rusk Toast,Baked Foods,https://img.freepik.com/premium-photo/wholemeal-crackers-bread-rusks-pile-toast-slices_9493-33510.jpg?w=1380,407,7.2,13.5,72.3,NULL,NULL,78,1.376,27,2.72,245,36,41,14.2,1/2 oz,
174986,Cream Puff Shell Prepared From Recipe,Baked Foods,https://www.thespruceeats.com/thmb/CnWOTrXEjSbzSGI50zIPrvnCgmc=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/cream-puffs-recipe-6823187-hero-03-08db1dca25dd4622bc1d9da2577c781e.jpg,360,25.9,9,22.8,0.25,0.8,171,5.599,36,2.02,97,12,1183,28.4,1 oz,
174987,Butter Croissants,Baked Foods,https://www.hormelfoods.com/wp-content/uploads/culinary_collective_croissants-Recipe-2400x1000-1-1536x640.1692042256.jpg,406,21,8.2,45.8,11.26,2.6,67,11.659,37,2.03,118,16,740,28.4,1 oz,
174988,Croissants Apple,Baked Foods,https://cdn.mos.cms.futurecdn.net/SpT9pZBLMcsfLdtFn7hHvX-1280-80.jpg.webp,254,8.7,7.4,37.1,NULL,2.5,31,4.994,30,1.1,90,13,380,28.4,1 oz,
174989,Cheese Croissants,Baked Foods,https://www.thespruceeats.com/thmb/oyYTSdrITTUXdGMgnJS3VQuk1X0=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/GettyImages-86088372-58174bb25f9b581c0b0e6f50.jpg,414,20.9,9.2,47,11.35,2.6,57,10.628,53,2.15,132,24,805,28.4,1 oz,
174998,French Toast Prepared From Recipe Made With Low Fat (2%) Milk,Baked Foods,"https://cdn.apartmenttherapy.info/image/upload/f_auto,q_auto:eco,c_fit,w_730,h_548/k%2FPhoto%2FRecipes%2F2024-04-french-toast%2Ffrench-toast-COMP",229,10.8,7.7,25,NULL,NULL,116,2.723,100,1.67,134,17,503,28.4,1 oz,
175001,Ice Cream Cones Sugar Rolled-Type,Baked Foods,https://joycone.com/wp-content/uploads/2018/05/joy-cone-waffles-cones.png,402,3.8,7.9,84.1,25.66,1.7,0,0.573,44,4.43,145,31,0,28.4,1 oz,
175002,Corn Muffins,Baked Foods,https://www.allrecipes.com/thmb/kh3gylyZzM2ShMVV70n8es3Qj8I=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/Easy-Speedy-Corn-Muffins-lutzflcat-4x3-1-2000-fd4bbe51421842f5b06ca0b087ea7aa8.jpg,305,8.4,5.9,51,17.78,3.4,26,1.354,74,2.81,69,32,208,28.4,1 oz,
175020,Pie Peach,Baked Foods,https://img.taste.com.au/4VvBvpiJ/w720-h480-cfill-q80/taste/2016/11/apple-and-peach-pie-44178-1.jpeg,224,10,1.9,32.9,16.23,0.8,0,1.508,8,0.5,125,6,140,28.4,1 oz,
175059,Crackers Wheat Low Salt,Baked Foods,https://jgsj.jayagrocer.com/cdn/shop/products/008031-1-1_1100x.jpg?v=1690535709,473,20.6,8.6,64.9,13.04,4.5,0,5.178,49,4.4,203,62,0,14.2,1/2 oz,
175061,Danish Pastry Raspberry Unenriched,Baked Foods,https://www.marcellinaincucina.com/wp-content/uploads/2022/07/raspberry-danish-hero.jpg,371,18.5,5.4,47.8,NULL,1.9,40,2.826,46,0.75,83,15,200,28.4,1 oz,
175062,Doughnuts Yeast-Leavened Glazed Unenriched (Includes Honey Buns),Baked Foods,https://cfdefaultstorage.blob.core.windows.net/cfimages/data/glazed_donut_top_large_04.jpg,403,22.8,6.4,44.3,NULL,1.2,6,5.813,43,0.6,108,22,14,28.4,1 oz,
175066,Popovers Dry Mix Unenriched,Baked Foods,https://static01.nyt.com/images/2014/04/01/dining/popovers-still/popovers-still-jumbo-v2.jpg?quality=75&auto=webp,371,4.3,10.4,71,NULL,NULL,0,0.983,32,0.82,100,25,0,28.4,1 oz,
175067,Taco Shells Baked Without Added Salt,Baked Foods,https://cdn-aboak.nitrocdn.com/QJsLnWfsWAiuukSIMowyVEHtotvSQZoR/assets/images/optimized/rev-ca18e1d/www.slenderkitchen.com/sites/default/files/styles/featured_750/public/recipe_images/baked-taco-shells.jpg,468,22.6,7.2,62.4,NULL,7.5,0,3.245,160,2.5,179,105,0,28.4,1 oz,
175069,Breakfast Tart Low Fat,Baked Foods,https://kalynskitchen.com/wp-content/uploads/2019/12/1-650-crustless-breakfast-tart.jpg,372,5.99,3.99,76.8,4.87,1.5,0,1.393,44,3.42,66,44,950,52,1 tart,
175070,Archway Home Style Cookies Sugar Free Oatmeal,Baked Foods,https://www.instacart.com/assets/domains/product-image/file/large_20854bbb-4fc7-49a6-99ae-413f2e0ecdee.jpg,442,20.92,5.54,67.2,1.26,1.9,0,4.9,20,1.96,87,NULL,1,24,1 serving,
175078,Artificial Blueberry Muffin Mix Dry,Baked Foods,https://www.pillsburybaking.com/wp-content/uploads/2023/11/blueberry-muffins-400x400-2x.png,407,8.7,4.7,77.45,NULL,NULL,,1.865,,,NULL,NULL,NULL,31,1 muffin,
175079,Kraft Stove Top Stuffing Mix Chicken Flavor,Baked Foods,https://i5.walmartimages.com/seo/Kraft-Stove-Top-Chicken-Stuffing-Mix-6-oz_e1159273-cc56-49d4-951a-5fb327dba998.7a37098347a1496be1790074c39bcc36.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF,381,4.1,12.6,73.1,10.1,2.5,4,0.8,63,4.32,267,NULL,107,28,1 nlea serving (makes 1/2 cup prepared),
784565,Croissant Chocolate,Baked Foods,https://www.larittabakery.com/wp-content/uploads/2023/08/Croissant-Chocolate.webp,421,22.79,7.4,49.4,19.87,3.3,54,12.872,36,2.25,167,36,NULL,NULL,NULL,
784566,Croissant Fruit,Baked Foods,https://falasteenifoodie.com/wp-content/uploads/2024/10/Strawberry-Cheesecake-Croissant-1199x800.jpg,396,19.78,7.77,46.99,13.98,3,63,10.973,36,1.99,135,16,NULL,NULL,NULL,
784567,Brioche,Baked Foods,"https://img.sndimg.com/food/image/upload/f_auto,c_thumb,q_55,w_744,ar_5:4/v1/img/recipes/51/54/6/oz1Qn4MJSe6oH1c8bXNC_brioche-3.jpg",419,26.82,8.74,35.86,3.04,1.5,158,15.724,44,2.46,117,15,NULL,77,1 piece,
784569,Bagel,Baked Foods,https://www.seriouseats.com/thmb/adDYCIS-CGDdJX4RL04HkWknqX8=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/__opt__aboutcom__coeus__resources__content_migration__serious_eats__seriouseats.com__recipes__images__2017__01__20170127-bagels-vicky-wasik-2-a2f8b4b04ba74902955c323cfc9df695.jpg,264,1.32,10.56,52.38,8.43,1.6,0,0.36,105,3.57,107,29,NULL,NULL,NULL,
784591,Pannetone,Baked Foods,https://becs-table.com.au/wp-content/uploads/2013/02/Becs-Panettone-1200.jpg,321,8.24,8.61,53.79,17.63,2.3,59,4.366,50,2.34,147,18,NULL,27,1 slice,
